Student,Subject,Evaluation_Type,Evaluation_Name,Exercise_Name,Grade
Hank Violet,Physics,WRITTEN_EXAM,Examen Final,Ej9,0
Rita Teal,Psychology,ORAL_EXAM,Examen Final,Ej1,4
Ivy Beige,Physics,WRITTEN_EXAM,Segundo Parcial,Ej6,2
Charlie Johnson,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej9,4
Paul Johnson,Computer Science,PRACTICAL_WORK,TP5,Ej1,6
Liam Blue,Economics,WRITTEN_EXAM,Examen Final,Ej4,7
Bob Pink,Physics,WRITTEN_EXAM,Primer Parcial,Ej2,6
Dana Violet,Chemistry,WRITTEN_EXAM,Examen Final,Ej6,6
Bob Gray,Economics,WRITTEN_EXAM,Primer Parcial,Ej4,10
Quincy Violet,Physics,WRITTEN_EXAM,Examen Final,Ej10,10
Liam Black,Geography,PRACTICAL_WORK,TP2,Ej2,3
Alice White,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej4,4
Liam Black,Economics,WRITTEN_EXAM,Segundo Parcial,Ej6,1
Kelly Yellow,English,WRITTEN_EXAM,Segundo Parcial,Ej11,7
Grace Pink,Economics,WRITTEN_EXAM,Primer Parcial,Ej1,1
Hank Magenta,Statistics,WRITTEN_EXAM,Primer Parcial,Ej5,9
Jack Yellow,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej8,1
Grace Pink,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej4,2
Alice Purple,Physics,WRITTEN_EXAM,Segundo Parcial,Ej8,5
Sam Brown,English,WRITTEN_EXAM,Primer Parcial,Ej1,7
Dana Pink,Geography,PRACTICAL_WORK,TP1,Ej4,5
Charlie Gray,Geography,PRACTICAL_WORK,TP2,Ej3,1
Jack Violet,Geography,FINAL_PRACTICAL_WORK,TP3,Ej1,6
Rita Cyan,Biology,WRITTEN_EXAM,Primer Parcial,Ej1,3
Quincy Pink,English,WRITTEN_EXAM,Segundo Parcial,Ej7,8
Charlie Gray,Biology,WRITTEN_EXAM,Segundo Parcial,Ej4,7
Rita Indigo,English,WRITTEN_EXAM,Segundo Parcial,Ej14,2
Kelly Blue,Mathematics,WRITTEN_EXAM,Examen Final,Ej2,2
Liam Azure,Music,PRACTICAL_WORK,TP5,Ej1,9
Dana Red,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej2,5
Liam Purple,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej1,3
Grace Azure,Physics,FINAL_PRACTICAL_WORK,TP3,Ej2,1
Grace Gray,Mathematics,PRACTICAL_WORK,TP3,Ej4,5
Rita Azure,Physics,WRITTEN_EXAM,Examen Final,Ej3,1
Jack Indigo,Physics,WRITTEN_EXAM,Segundo Parcial,Ej7,7
Olivia Johnson,English,WRITTEN_EXAM,Primer Parcial,Ej10,0
Mona Yellow,Physics,WRITTEN_EXAM,Segundo Parcial,Ej5,9
Frank Orange,Mathematics,WRITTEN_EXAM,Examen Final,Ej3,3
Mona Beige,Statistics,WRITTEN_EXAM,Examen Final,Ej4,3
Paul Indigo,Physics,WRITTEN_EXAM,Segundo Parcial,Ej3,3
Quincy Red,Mathematics,PRACTICAL_WORK,TP1,Ej3,3
Quincy Johnson,English,WRITTEN_EXAM,Segundo Parcial,Ej18,9
Olivia Green,Statistics,WRITTEN_EXAM,Examen Final,Ej9,4
Nick Black,Chemistry,PRACTICAL_WORK,TP2,Ej2,6
Alice Blue,Statistics,WRITTEN_EXAM,Primer Parcial,Ej2,4
Grace Indigo,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej6,2
Olivia Green,Geography,PRACTICAL_WORK,TP3,Ej2,3
Rita Blue,Mathematics,WRITTEN_EXAM,Examen Final,Ej2,6
Nick White,English,WRITTEN_EXAM,Segundo Parcial,Ej1,4
Nick Red,Chemistry,WRITTEN_EXAM,Examen Final,Ej4,5
Grace Cyan,English,WRITTEN_EXAM,Primer Parcial,Ej15,5
Charlie Johnson,Music,PRACTICAL_WORK,TP8,Ej1,1
Frank Cyan,Geography,PRACTICAL_WORK,TP3,Ej4,4
Liam Magenta,Biology,WRITTEN_EXAM,Examen Final,Ej6,2
Kelly Beige,Statistics,WRITTEN_EXAM,Primer Parcial,Ej9,2
Ivy Teal,Biology,WRITTEN_EXAM,Segundo Parcial,Ej7,6
Jack Violet,Physics,WRITTEN_EXAM,Primer Parcial,Ej3,2
Mona Gray,History,WRITTEN_EXAM,Segundo Parcial,Ej1,8
Paul Black,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej8,9
Rita Red,Physics,WRITTEN_EXAM,Segundo Parcial,Ej1,6
Rita Yellow,Statistics,WRITTEN_EXAM,Primer Parcial,Ej1,0
Nick Johnson,Music,PRACTICAL_WORK,TP9,Ej1,0
Paul Green,Mathematics,WRITTEN_EXAM,Examen Final,Ej1,2
Jack Indigo,Physics,FINAL_PRACTICAL_WORK,TP3,Ej3,2
Liam Indigo,Economics,WRITTEN_EXAM,Primer Parcial,Ej8,1
Dana Black,Physics,WRITTEN_EXAM,Primer Parcial,Ej5,1
Olivia Green,Statistics,WRITTEN_EXAM,Primer Parcial,Ej4,4
Alice Gray,Statistics,WRITTEN_EXAM,Primer Parcial,Ej6,10
Grace Johnson,Geography,FINAL_PRACTICAL_WORK,TP3,Ej3,9
Mona Cyan,English,WRITTEN_EXAM,Segundo Parcial,Ej1,8
Eve Black,Physics,WRITTEN_EXAM,Segundo Parcial,Ej4,6
Sam Davis,Economics,WRITTEN_EXAM,Examen Final,Ej10,3
Charlie Black,Statistics,WRITTEN_EXAM,Examen Final,Ej8,3
Kelly Indigo,Chemistry,WRITTEN_EXAM,Examen Final,Ej2,1
Kelly Black,Physics,WRITTEN_EXAM,Primer Parcial,Ej9,3
Paul Violet,Sociology,ORAL_EXAM,Segundo Parcial,Ej1,9
Ivy Indigo,Chemistry,WRITTEN_EXAM,Examen Final,Ej6,10
Nick Teal,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej4,6
Ivy White,Geography,WRITTEN_EXAM,Examen Final,Ej7,7
Eve Black,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej7,9
Quincy Indigo,English,WRITTEN_EXAM,Segundo Parcial,Ej3,5
Ivy Black,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej5,4
Grace Davis,History,WRITTEN_EXAM,Primer Parcial,Ej1,1
Nick Cyan,Economics,WRITTEN_EXAM,Primer Parcial,Ej2,2
Dana White,Chemistry,WRITTEN_EXAM,Examen Final,Ej7,1
Nick Orange,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej2,6
Alice Orange,Statistics,WRITTEN_EXAM,Examen Final,Ej1,10
Dana Indigo,Economics,WRITTEN_EXAM,Examen Final,Ej7,9
Kelly Green,Physics,WRITTEN_EXAM,Examen Final,Ej9,9
Eve Black,Mathematics,PRACTICAL_WORK,TP2,Ej1,8
Ivy Yellow,Geography,FINAL_PRACTICAL_WORK,TP3,Ej6,5
Paul White,Mathematics,WRITTEN_EXAM,Examen Final,Ej1,6
Nick Magenta,English,WRITTEN_EXAM,Primer Parcial,Ej19,1
Alice Teal,Art,PRACTICAL_WORK,TP5,Ej1,0
Charlie Violet,English,WRITTEN_EXAM,Segundo Parcial,Ej10,9
Eve Orange,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej6,1
Olivia Blue,Biology,WRITTEN_EXAM,Examen Final,Ej8,6
Dana Orange,Art,PRACTICAL_WORK,TP7,Ej1,2
Paul Azure,Mathematics,PRACTICAL_WORK,TP1,Ej4,3
Sam Blue,Statistics,WRITTEN_EXAM,Examen Final,Ej7,4
Rita Black,Art,PRACTICAL_WORK,TP10,Ej1,7
Sam Magenta,Geography,PRACTICAL_WORK,TP2,Ej2,4
Jack White,English,WRITTEN_EXAM,Segundo Parcial,Ej2,3
Nick Indigo,Geography,FINAL_PRACTICAL_WORK,TP3,Ej5,4
Quincy Beige,Chemistry,WRITTEN_EXAM,Examen Final,Ej2,1
Bob Indigo,Computer Science,PRACTICAL_WORK,TP5,Ej1,9
Paul Orange,English,WRITTEN_EXAM,Segundo Parcial,Ej5,2
Paul Davis,Statistics,WRITTEN_EXAM,Examen Final,Ej6,2
Quincy Johnson,Music,PRACTICAL_WORK,TP5,Ej1,5
Paul Teal,Music,PRACTICAL_WORK,TP4,Ej1,1
Mona Brown,Economics,WRITTEN_EXAM,Primer Parcial,Ej3,8
Ivy Indigo,Mathematics,WRITTEN_EXAM,Examen Final,Ej7,2
Mona Violet,Statistics,WRITTEN_EXAM,Primer Parcial,Ej8,7
Dana Davis,Statistics,WRITTEN_EXAM,Primer Parcial,Ej1,7
Eve Indigo,Biology,WRITTEN_EXAM,Segundo Parcial,Ej7,9
Jack Cyan,English,WRITTEN_EXAM,Primer Parcial,Ej13,6
Ivy Pink,Music,PRACTICAL_WORK,TP9,Ej1,3
Paul Pink,Geography,PRACTICAL_WORK,TP2,Ej5,8
Liam Pink,Geography,PRACTICAL_WORK,TP4,Ej3,4
Dana Davis,English,WRITTEN_EXAM,Primer Parcial,Ej12,0
Ivy Indigo,Computer Science,PRACTICAL_WORK,TP3,Ej1,1
Olivia Azure,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej10,1
Kelly Black,Statistics,WRITTEN_EXAM,Primer Parcial,Ej9,5
Eve Indigo,Computer Science,PRACTICAL_WORK,TP5,Ej1,3
Hank Violet,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej9,9
Frank White,Economics,WRITTEN_EXAM,Examen Final,Ej1,8
Hank Azure,Mathematics,PRACTICAL_WORK,TP3,Ej4,9
Alice Purple,English,WRITTEN_EXAM,Primer Parcial,Ej5,7
Paul Indigo,Music,ORAL_EXAM,Examen Final,Ej1,3
Kelly Yellow,English,WRITTEN_EXAM,Segundo Parcial,Ej6,8
Hank Gray,Computer Science,PRACTICAL_WORK,TP10,Ej1,7
Frank White,Mathematics,PRACTICAL_WORK,TP2,Ej1,2
Charlie Purple,Geography,WRITTEN_EXAM,Examen Final,Ej3,3
Mona Green,Art,PRACTICAL_WORK,TP4,Ej1,8
Eve Black,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej4,2
Olivia Gray,Statistics,WRITTEN_EXAM,Primer Parcial,Ej9,7
Kelly Brown,Economics,WRITTEN_EXAM,Primer Parcial,Ej4,0
Alice Pink,Art,PRACTICAL_WORK,TP2,Ej1,1
Bob Azure,Economics,WRITTEN_EXAM,Primer Parcial,Ej4,6
Mona Beige,English,WRITTEN_EXAM,Segundo Parcial,Ej17,5
Sam Green,Statistics,WRITTEN_EXAM,Primer Parcial,Ej6,9
Grace Red,Chemistry,WRITTEN_EXAM,Examen Final,Ej3,5
Bob Cyan,Music,PRACTICAL_WORK,TP8,Ej1,3
Kelly Purple,Physics,WRITTEN_EXAM,Primer Parcial,Ej2,7
Paul Azure,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej9,6
Kelly Gray,Art,PRACTICAL_WORK,TP10,Ej1,2
Grace Pink,English,WRITTEN_EXAM,Primer Parcial,Ej1,9
Nick Davis,English,WRITTEN_EXAM,Primer Parcial,Ej7,4
Ivy White,Music,PRACTICAL_WORK,TP2,Ej1,0
Ivy Davis,Physics,WRITTEN_EXAM,Primer Parcial,Ej4,0
Eve Red,Statistics,WRITTEN_EXAM,Examen Final,Ej6,4
Alice Brown,Computer Science,PRACTICAL_WORK,TP6,Ej1,9
Alice Brown,Statistics,WRITTEN_EXAM,Primer Parcial,Ej6,9
Bob Blue,Geography,PRACTICAL_WORK,TP1,Ej4,5
Rita Johnson,Economics,WRITTEN_EXAM,Examen Final,Ej4,4
Ivy Magenta,Computer Science,PRACTICAL_WORK,TP5,Ej1,1
Rita Azure,Statistics,WRITTEN_EXAM,Examen Final,Ej7,1
Charlie Orange,Chemistry,PRACTICAL_WORK,TP1,Ej3,5
Liam Orange,Geography,PRACTICAL_WORK,TP4,Ej5,9
Alice Orange,Mathematics,WRITTEN_EXAM,Examen Final,Ej4,7
Quincy Violet,Biology,WRITTEN_EXAM,Segundo Parcial,Ej6,6
Quincy White,Economics,WRITTEN_EXAM,Examen Final,Ej7,1
Hank Cyan,Chemistry,WRITTEN_EXAM,Examen Final,Ej5,2
Nick Indigo,English,WRITTEN_EXAM,Primer Parcial,Ej3,7
Bob Gray,Philosophy,ORAL_EXAM,Primer Parcial,Ej1,8
Liam Purple,Geography,PRACTICAL_WORK,TP2,Ej4,4
Rita Indigo,Computer Science,PRACTICAL_WORK,TP2,Ej1,2
Paul Teal,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej1,8
Jack Orange,Economics,WRITTEN_EXAM,Segundo Parcial,Ej1,7
Frank Gray,Economics,WRITTEN_EXAM,Primer Parcial,Ej4,6
Paul Davis,Statistics,WRITTEN_EXAM,Primer Parcial,Ej4,7
Jack Green,English,WRITTEN_EXAM,Segundo Parcial,Ej15,0
Sam Beige,Physics,WRITTEN_EXAM,Examen Final,Ej7,2
Grace Cyan,Music,PRACTICAL_WORK,TP2,Ej1,1
Alice Teal,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej2,6
Ivy Indigo,Statistics,WRITTEN_EXAM,Primer Parcial,Ej9,6
Eve Johnson,Music,PRACTICAL_WORK,TP3,Ej1,0
Charlie Black,Physics,WRITTEN_EXAM,Examen Final,Ej2,5
Bob Purple,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej4,2
Jack Magenta,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej3,3
Dana Violet,Physics,WRITTEN_EXAM,Examen Final,Ej10,4
Dana Cyan,Art,PRACTICAL_WORK,TP2,Ej1,7
Mona Green,Geography,PRACTICAL_WORK,TP3,Ej5,2
Hank Johnson,Music,PRACTICAL_WORK,TP2,Ej1,4
Olivia Johnson,Chemistry,PRACTICAL_WORK,TP1,Ej3,8
Nick Brown,Art,FINAL_PRACTICAL_WORK,TP Final,Ej1,5
Bob Brown,Art,PRACTICAL_WORK,TP7,Ej1,9
Sam Beige,Music,PRACTICAL_WORK,TP6,Ej1,3
Hank Black,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej1,3
Olivia Indigo,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej1,8
Alice Blue,English,WRITTEN_EXAM,Segundo Parcial,Ej17,6
Sam Brown,Mathematics,PRACTICAL_WORK,TP3,Ej5,8
Liam Brown,Sociology,ORAL_EXAM,Primer Parcial,Ej1,4
Dana Black,Mathematics,WRITTEN_EXAM,Examen Final,Ej6,9
Sam Violet,Economics,WRITTEN_EXAM,Segundo Parcial,Ej5,0
Charlie Johnson,Mathematics,PRACTICAL_WORK,TP2,Ej2,7
Alice Indigo,Geography,WRITTEN_EXAM,Examen Final,Ej9,8
Alice Yellow,Art,PRACTICAL_WORK,TP4,Ej1,7
Paul Violet,Biology,WRITTEN_EXAM,Examen Final,Ej7,8
Ivy Blue,Mathematics,WRITTEN_EXAM,Examen Final,Ej8,4
Kelly Yellow,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej6,8
Mona Orange,Economics,WRITTEN_EXAM,Examen Final,Ej7,8
Liam Purple,Mathematics,PRACTICAL_WORK,TP1,Ej5,5
Quincy Davis,Music,ORAL_EXAM,Examen Final,Ej1,9
Rita Teal,Physics,WRITTEN_EXAM,Segundo Parcial,Ej4,10
Hank Brown,Music,PRACTICAL_WORK,TP10,Ej1,9
Quincy Yellow,Economics,WRITTEN_EXAM,Primer Parcial,Ej10,3
Charlie Johnson,Music,ORAL_EXAM,Examen Final,Ej1,8
Liam Purple,Physics,FINAL_PRACTICAL_WORK,TP3,Ej4,1
Mona Magenta,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej7,1
Alice Violet,Biology,WRITTEN_EXAM,Examen Final,Ej2,6
Liam Magenta,Biology,WRITTEN_EXAM,Segundo Parcial,Ej8,3
Kelly Green,English,WRITTEN_EXAM,Primer Parcial,Ej19,3
Charlie Blue,Music,PRACTICAL_WORK,TP7,Ej1,1
Bob Teal,Music,PRACTICAL_WORK,TP2,Ej1,1
Jack Black,Physics,PRACTICAL_WORK,TP1,Ej5,8
Eve Teal,Biology,WRITTEN_EXAM,Examen Final,Ej7,8
Ivy Green,Physics,WRITTEN_EXAM,Examen Final,Ej10,6
Ivy Magenta,Physics,PRACTICAL_WORK,TP1,Ej2,1
Frank Teal,Chemistry,PRACTICAL_WORK,TP1,Ej1,6
Charlie Pink,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej7,9
Dana Brown,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej10,9
Grace Cyan,Statistics,WRITTEN_EXAM,Examen Final,Ej10,8
Sam Violet,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej5,4
Hank Magenta,Mathematics,PRACTICAL_WORK,TP3,Ej4,8
Mona Magenta,Music,PRACTICAL_WORK,TP7,Ej1,3
Charlie Orange,Music,PRACTICAL_WORK,TP4,Ej1,8
Grace Pink,Statistics,WRITTEN_EXAM,Examen Final,Ej7,0
Bob Yellow,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej5,5
Mona Yellow,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej8,4
Paul Cyan,Physics,WRITTEN_EXAM,Segundo Parcial,Ej8,5
Kelly White,Physics,WRITTEN_EXAM,Segundo Parcial,Ej3,5
Charlie Pink,Statistics,WRITTEN_EXAM,Examen Final,Ej5,2
Ivy Azure,Mathematics,WRITTEN_EXAM,Examen Final,Ej5,5
Nick Teal,Statistics,WRITTEN_EXAM,Examen Final,Ej2,6
Eve Teal,Computer Science,PRACTICAL_WORK,TP1,Ej1,5
Eve Johnson,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej1,0
Bob Cyan,Mathematics,PRACTICAL_WORK,TP3,Ej2,2
Jack Purple,Physics,WRITTEN_EXAM,Primer Parcial,Ej1,9
Rita Black,Economics,WRITTEN_EXAM,Segundo Parcial,Ej5,4
Charlie Purple,Psychology,ORAL_EXAM,Primer Parcial,Ej1,0
Eve Johnson,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej6,1
Jack Red,Chemistry,WRITTEN_EXAM,Examen Final,Ej5,3
Bob Violet,Mathematics,PRACTICAL_WORK,TP2,Ej1,3
Dana Beige,Physics,FINAL_PRACTICAL_WORK,TP3,Ej1,0
Dana Johnson,Music,PRACTICAL_WORK,TP9,Ej1,10
Paul Blue,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej5,9
Ivy Teal,English,WRITTEN_EXAM,Primer Parcial,Ej12,4
Sam Green,English,WRITTEN_EXAM,Primer Parcial,Ej11,3
Frank Pink,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej4,8
Rita Blue,Music,PRACTICAL_WORK,TP2,Ej1,3
Dana Brown,Statistics,WRITTEN_EXAM,Examen Final,Ej3,2
Charlie Magenta,Physics,WRITTEN_EXAM,Examen Final,Ej7,1
Kelly Purple,English,WRITTEN_EXAM,Primer Parcial,Ej1,6
Olivia Pink,Physics,WRITTEN_EXAM,Examen Final,Ej3,8
Dana Johnson,Computer Science,PRACTICAL_WORK,TP9,Ej1,1
Jack Davis,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej3,7
Bob Beige,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej5,10
Paul Magenta,English,WRITTEN_EXAM,Segundo Parcial,Ej3,4
Frank Indigo,Biology,WRITTEN_EXAM,Primer Parcial,Ej5,6
Kelly Violet,Biology,WRITTEN_EXAM,Examen Final,Ej1,1
Grace Pink,Physics,WRITTEN_EXAM,Examen Final,Ej4,9
Sam Violet,Geography,FINAL_PRACTICAL_WORK,TP3,Ej3,6
Liam Gray,Economics,WRITTEN_EXAM,Primer Parcial,Ej3,1
Dana Green,Physics,WRITTEN_EXAM,Examen Final,Ej10,5
Hank Brown,Biology,WRITTEN_EXAM,Examen Final,Ej8,6
Bob Blue,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej9,7
Paul Violet,English,WRITTEN_EXAM,Segundo Parcial,Ej13,7
Kelly Red,Physics,PRACTICAL_WORK,TP1,Ej4,3
Liam Violet,Biology,WRITTEN_EXAM,Segundo Parcial,Ej9,5
Grace Black,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej6,3
Ivy Yellow,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej1,5
Mona Cyan,Economics,WRITTEN_EXAM,Primer Parcial,Ej2,2
Frank Yellow,Physics,WRITTEN_EXAM,Segundo Parcial,Ej1,7
Rita Davis,Art,PRACTICAL_WORK,TP2,Ej1,0
Hank Violet,Art,PRACTICAL_WORK,TP8,Ej1,6
Paul Red,English,WRITTEN_EXAM,Segundo Parcial,Ej3,9
Quincy Brown,Physics,WRITTEN_EXAM,Segundo Parcial,Ej1,7
Paul Orange,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej9,2
Frank Yellow,Psychology,ORAL_EXAM,Examen Final,Ej1,4
Bob Azure,Biology,WRITTEN_EXAM,Examen Final,Ej3,9
Olivia Magenta,English,WRITTEN_EXAM,Segundo Parcial,Ej9,9
Dana Magenta,Psychology,ORAL_EXAM,Examen Final,Ej1,3
Frank Black,English,WRITTEN_EXAM,Primer Parcial,Ej8,0
Ivy Black,Physics,WRITTEN_EXAM,Examen Final,Ej7,4
Bob Brown,English,WRITTEN_EXAM,Segundo Parcial,Ej14,3
Hank Blue,Physics,WRITTEN_EXAM,Examen Final,Ej9,3
Kelly Blue,Geography,WRITTEN_EXAM,Examen Final,Ej9,2
Mona Green,Biology,WRITTEN_EXAM,Examen Final,Ej8,9
Kelly Red,Art,PRACTICAL_WORK,TP2,Ej1,4
Jack Magenta,Biology,WRITTEN_EXAM,Segundo Parcial,Ej2,4
Dana Davis,Geography,PRACTICAL_WORK,TP2,Ej5,6
Frank Cyan,Economics,WRITTEN_EXAM,Segundo Parcial,Ej5,6
Mona Pink,Geography,WRITTEN_EXAM,Examen Final,Ej8,1
Jack Teal,Biology,WRITTEN_EXAM,Examen Final,Ej7,7
Mona Azure,Physics,WRITTEN_EXAM,Primer Parcial,Ej9,1
Jack Red,Physics,WRITTEN_EXAM,Primer Parcial,Ej8,8
Jack Cyan,Computer Science,PRACTICAL_WORK,TP2,Ej1,2
Dana Black,English,WRITTEN_EXAM,Primer Parcial,Ej7,2
Bob Brown,Philosophy,ORAL_EXAM,Primer Parcial,Ej1,5
Rita Pink,Physics,WRITTEN_EXAM,Segundo Parcial,Ej8,8
Bob Azure,Philosophy,ORAL_EXAM,Segundo Parcial,Ej1,9
Dana Pink,Art,PRACTICAL_WORK,TP7,Ej1,3
Paul Black,Chemistry,PRACTICAL_WORK,TP2,Ej2,4
Sam Cyan,English,WRITTEN_EXAM,Primer Parcial,Ej19,8
Charlie Gray,Biology,WRITTEN_EXAM,Examen Final,Ej3,9
Charlie White,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej1,4
Alice Purple,Mathematics,PRACTICAL_WORK,TP1,Ej2,2
Paul Purple,Statistics,WRITTEN_EXAM,Primer Parcial,Ej2,8
Nick Pink,Statistics,WRITTEN_EXAM,Primer Parcial,Ej10,2
Rita Cyan,Chemistry,PRACTICAL_WORK,TP1,Ej3,0
Bob Orange,Mathematics,WRITTEN_EXAM,Examen Final,Ej5,5
Olivia Gray,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej4,8
Hank Black,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej3,3
Ivy Johnson,Economics,WRITTEN_EXAM,Examen Final,Ej2,4
Rita Teal,Computer Science,PRACTICAL_WORK,TP2,Ej1,3
Dana Beige,Art,FINAL_PRACTICAL_WORK,TP Final,Ej1,8
Jack Blue,Physics,WRITTEN_EXAM,Examen Final,Ej8,2
Alice Azure,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej7,3
Charlie Brown,Mathematics,PRACTICAL_WORK,TP1,Ej3,9
Charlie White,Geography,PRACTICAL_WORK,TP3,Ej5,1
Sam Black,Physics,WRITTEN_EXAM,Segundo Parcial,Ej6,5
Rita Red,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej10,6
Quincy Indigo,Economics,WRITTEN_EXAM,Segundo Parcial,Ej3,4
Grace Gray,Computer Science,PRACTICAL_WORK,TP3,Ej1,8
Paul Gray,Geography,FINAL_PRACTICAL_WORK,TP3,Ej7,10
Grace Yellow,Physics,PRACTICAL_WORK,TP2,Ej1,6
Sam Violet,Mathematics,PRACTICAL_WORK,TP2,Ej2,9
Dana Green,Chemistry,PRACTICAL_WORK,TP1,Ej1,3
Hank Yellow,Biology,WRITTEN_EXAM,Examen Final,Ej4,5
Olivia White,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej1,4
Jack Pink,Geography,WRITTEN_EXAM,Examen Final,Ej10,4
Eve Pink,Statistics,WRITTEN_EXAM,Examen Final,Ej2,4
Paul Beige,Physics,PRACTICAL_WORK,TP1,Ej1,5
Eve Johnson,Physics,PRACTICAL_WORK,TP2,Ej2,9
Frank Orange,Biology,WRITTEN_EXAM,Segundo Parcial,Ej9,4
Mona Red,Physics,WRITTEN_EXAM,Examen Final,Ej4,3
Ivy Azure,Psychology,ORAL_EXAM,Examen Final,Ej1,7
Nick Orange,English,WRITTEN_EXAM,Primer Parcial,Ej8,1
Bob Yellow,Biology,WRITTEN_EXAM,Primer Parcial,Ej7,1
Jack Black,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej10,2
Paul Beige,Geography,WRITTEN_EXAM,Examen Final,Ej4,9
Quincy White,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej2,7
Alice Green,Music,PRACTICAL_WORK,TP1,Ej1,5
Olivia Magenta,Economics,WRITTEN_EXAM,Primer Parcial,Ej4,1
Charlie Beige,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej4,1
Eve White,English,WRITTEN_EXAM,Segundo Parcial,Ej12,5
Hank Davis,Economics,WRITTEN_EXAM,Examen Final,Ej1,4
Jack Orange,Mathematics,PRACTICAL_WORK,TP1,Ej3,2
Kelly Black,Economics,WRITTEN_EXAM,Segundo Parcial,Ej4,8
Nick Orange,Geography,WRITTEN_EXAM,Examen Final,Ej5,4
Nick Violet,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej2,9
Quincy Purple,Art,PRACTICAL_WORK,TP9,Ej1,7
Dana Black,Chemistry,PRACTICAL_WORK,TP1,Ej2,8
Liam Green,Economics,WRITTEN_EXAM,Examen Final,Ej10,6
Paul Yellow,History,WRITTEN_EXAM,Examen Final,Ej1,2
Mona Brown,English,WRITTEN_EXAM,Primer Parcial,Ej8,6
Bob Magenta,Physics,PRACTICAL_WORK,TP1,Ej1,3
Alice Green,Physics,WRITTEN_EXAM,Primer Parcial,Ej6,6
Grace Gray,Economics,WRITTEN_EXAM,Examen Final,Ej7,7
Liam Brown,Statistics,WRITTEN_EXAM,Examen Final,Ej9,4
Eve Black,English,WRITTEN_EXAM,Primer Parcial,Ej20,3
Rita Red,English,WRITTEN_EXAM,Primer Parcial,Ej13,8
Grace Green,Physics,PRACTICAL_WORK,TP1,Ej4,1
Mona Blue,Geography,WRITTEN_EXAM,Examen Final,Ej4,3
Mona Green,Economics,WRITTEN_EXAM,Examen Final,Ej10,5
Nick Pink,Art,PRACTICAL_WORK,TP1,Ej1,2
Mona Yellow,Computer Science,PRACTICAL_WORK,TP7,Ej1,8
Kelly Cyan,Biology,WRITTEN_EXAM,Examen Final,Ej2,2
Kelly Davis,Biology,WRITTEN_EXAM,Examen Final,Ej3,4
Charlie Yellow,Biology,WRITTEN_EXAM,Examen Final,Ej5,8
Sam Azure,Chemistry,WRITTEN_EXAM,Examen Final,Ej4,4
Alice Red,English,WRITTEN_EXAM,Segundo Parcial,Ej16,9
Liam Purple,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej3,1
